No.	確定	都道府県	市区郡	場所・スポット	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	年	月	日	ジャンル	ジャンルフリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	項目順	県順	市順	域順
85		宮城県	石巻市	石巻マンガロード モニュメント⑬ 仮面ライダーBlack	986-0822	宮城県石巻市中央2-5		38.432125	141.309046	"https://www.google.co.jp/maps/@38.4321341,141.3090849,3a,60y,253.04h,71.91t/data=!3m6!1e1!3m4!1smet6_1F3-3tX873p8CpFzw!2e0!7i16384!8i8192"				モニュメント	モニュメント	まんがる堂裏に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。モニュメント脇に石ノ森萬画館とロボコンが描かれたマンホール蓋が設置されています。				イシノマキシ	モ	10	4	14	1
86		宮城県	石巻市	石巻マンガロード 萬画ポスト ロボコン	986-0822	宮城県石巻市中央2-10		38.431871	141.309185	"https://www.google.com/maps/@38.4319481,141.3092202,3a,15y,196.36h,86.33t/data=!3m6!1e1!3m4!1sYOhCo3QGttkTrvWAOQgriQ!2e0!7i16384!8i8192?hl=ja"	2018	10		モニュメント	モニュメント	アイトピア通りのポストの上に設置されているモニュメント。<br />東日本大震災時にポストが倒壊するも、2018年10月に再設置。				イシノマキシ	モ	10	4	14	1
87		宮城県	石巻市	石巻マンガロード 佐武と市捕物控ベンチ	986-0822	宮城県石巻市中央2-9		38.431519	141.308860					その他	ソノタ	アイトピア通りに設置されている佐武と市捕物控の絵が刻まれたベンチ。				イシノマキシ	ソ	29	4	14	1
88		宮城県	石巻市	石巻マンガロード モニュメント⑭ 佐武と市	986-0822	宮城県石巻市中央2-9		38.431522	141.308869	"https://www.google.com/maps/@38.4315544,141.3088587,3a,55y,155.46h,81.31t/data=!3m6!1e1!3m4!1sBWtpY0ENv73loVBDosChtg!2e0!7i13312!8i6656?hl=ja"				モニュメント	モニュメント	アイトピア通りに設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
89		宮城県	石巻市	石巻マンガロード ロボコンベンチ	986-0822	宮城県石巻市中央2-4		38.431854	141.308132	"https://www.google.co.jp/maps/@38.4318639,141.308097,3a,25.2y,108.23h,65.46t/data=!3m6!1e1!3m4!1sOShLUADtWM8zXwKQvBhrSg!2e0!7i13312!8i6656"				その他	ソノタ	寿町通りに設置されているロボコンの石像付きのベンチ。				イシノマキシ	ソ	29	4	14	1
90		宮城県	石巻市	石巻マンガロード マンガギャラリー	986-0822	宮城県石巻市中央2-4		38.431628	141.307969					その他	ソノタ	石ノ森章太郎と同時代に活躍した有名マンガ家たちの絵入りのサイン色紙を模した石板が、29枚設置された記念碑。				イシノマキシ	ソ	29	4	14	1
91		宮城県	石巻市	石巻マンガロード モニュメント⑮ ロボコン	986-0822	宮城県石巻市中央2-4		38.431623	141.307984	"https://www.google.com/maps/@38.430418,141.3093581,3a,15y,2.39h,81.71t/data=!3m6!1e1!3m4!1stHoOmejVTU5WKQXZVYGBRw!2e0!7i16384!8i8192?hl=ja"				モニュメント	モニュメント	七十七銀行石巻支店に設置（2001年）→旧・社会福祉協議会前に移設（2009年）→八幡家お客様駐車場に移設（2017年）→				イシノマキシ	モ	10	4	14	1
92		宮城県	石巻市	石巻マンガロード 星の子チョビンベンチ	986-0822	宮城県石巻市中央2-1		38.430489	141.307728					その他	ソノタ	アイトピア通りに設置されている星の子チョビンの絵が刻まれたベンチ。				イシノマキシ	ソ	29	4	14	1
93		宮城県	石巻市	石巻マンガロード 萬画神社	986-0822	宮城県石巻市中央1-4-12		38.429304	141.306422	"https://www.google.co.jp/maps/@38.4292626,141.3066685,3a,15y,282.74h,88.07t/data=!3m6!1e1!3m4!1sa6Bjnq6rSQM_nAsDoyIOCA!2e0!7i16384!8i8192"				モニュメント	モニュメント	マンガで世界平和に貢献し、夢と希望を与える「萬画宣言」を唱える石ノ森章太郎を模した萬画章命（よろずえがくあきらかのみこと）の石像を御神体とする小さな社。				イシノマキシ	モ	10	4	14	1
94		宮城県	石巻市	石巻マンガロード モニュメント⑯ ハカイダー	986-0822	宮城県石巻市中央1-4-12		38.429154	141.306405		2019	10		モニュメント	モニュメント	石巻市営中央第一復興住宅前に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
95		宮城県	石巻市	石巻マンガロード モニュメント⑰ キカイダー	986-0822	宮城県石巻市中央1-4-12		38.429094	141.306348		2019	10		モニュメント	モニュメント	石巻市営中央第一復興住宅前に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
96	完了	宮城県	石巻市	石巻マンガロード 萬画ポスト 仮面ライダー	986-0822	宮城県石巻市中央1-9-7	石巻中央一郵便局	38.428745	141.306276	"https://www.google.com/maps/@38.4287815,141.3061877,3a,15y,120.11h,84.75t/data=!3m6!1e1!3m4!1sSXkruJDAbIssSICEtKQ_SQ!2e0!7i16384!8i8192?hl=ja"	2018	10		モニュメント	モニュメント	石巻中央一郵便局前のポストの上に設置されたモニュメント。<br />かつては橋通り商店街に設置されていましたが、東日本大震災の津波により被災し、2018年10月に中央一郵便局前に場所を移して再設置。				イシノマキシ	モ	10	4	14	1
97		宮城県	石巻市	石巻マンガロード モニュメント⑲ 仮面ライダー1号＆2号	986-0822	宮城県石巻市中央2-6		38.429862	141.308748	"https://www.google.co.jp/maps/@38.4298614,141.3089303,3a,15y,257.88h,88.66t/data=!3m6!1e1!3m4!1sc2Px8IyYrOQDiNpQj1C6ow!2e0!7i16384!8i8192"	2019	3		モニュメント	モニュメント	仲町通りに設置されているブロンズ像。<br />2019年3月設置。<br />原型制作：三枝徹				イシノマキシ	モ	10	4	14	1
98		宮城県	石巻市	石巻マンガロード モニュメント⑳ 009 島村ジョー	986-0822	宮城県石巻市中央2-6	石巻市かわまち立体駐車場	38.430204	141.309027	"https://www.google.co.jp/maps/@38.4301088,141.3091183,3a,15y,317.34h,82.83t/data=!3m6!1e1!3m4!1sRHtWA0bfRUoGMcWNwYU2UQ!2e0!7i16384!8i8192"	2019	3		モニュメント	モニュメント	石巻市かわまち立体駐車場前に設置されているブロンズ像。2019年3月設置。<br />原型制作：齋藤毅				イシノマキシ	モ	10	4	14	1
99		宮城県	石巻市	石巻マンガロード モニュメント 仮面ライダー	986-0822	宮城県石巻市中央2-11-11	いしのまき元気いちば内	38.430093	141.309256					モニュメント	モニュメント	いしのまき元気いちば内に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。<br />2020年3月28日設置。<br />原型制作：安藤賢司				イシノマキシ	モ	10	4	14	1
100		宮城県	石巻市	石巻マンガロード モニュメント ㉑ 仮面ライダーBlack	986-0822	宮城県石巻市中央2-11-11	いしのまき元気いちば	38.430359	141.309446	"https://www.google.co.jp/maps/@38.4304211,141.3093702,3a,15y,158.94h,85.89t/data=!3m6!1e1!3m4!1sDF7J6VeI_4OceZYuiVHt2Q!2e0!7i16384!8i8192"	2020	3	28	モニュメント	モニュメント	いしのまき元気いちば前に設置されているブロンズ像。<br />2020年3月28日設置。<br />原型制作：安藤賢司				イシノマキシ	モ	10	4	14	1
101		宮城県	石巻市	石巻マンガロード モニュメント㉒ 009（島村ジョー）	986-0822	宮城県石巻市中央2-11-21	石巻市かわまち交流センター	38.430660	141.309676		2020	3	28	モニュメント	モニュメント	石巻市かわまち交流センター前に設置されているブロンズ像。<br />2020年3月28日設置。<br />原型制作：寒河江弘			要座標位置調整	イシノマキシ	モ	10	4	14	1
102		宮城県	石巻市	石巻マンガロード モニュメント㉓ サイクロン号＆仮面ライダー1号	986-0822	宮城県石巻市中央2-11-21	石巻市かわまち交流センター 1F	38.430655	141.309707		2020	7	23	モニュメント	モニュメント	石巻市かわまち交流センター内に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。<br />2020年7月23日設置。				イシノマキシ	モ	10	4	14	1
103		宮城県	石巻市	石巻マンガロード モニュメント⑱ チョビン 	986-0822	宮城県石巻市中央2-8		38.430971	141.309138	"https://www.google.com/maps/@38.4309524,141.3092499,3a,15y,281.07h,84.72t/data=!3m6!1e1!3m4!1s0c_MgfXH4eorGffUPGgkNg!2e0!7i13312!8i6656?hl=ja"				モニュメント	モニュメント	金華山道に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
104		宮城県	石巻市	石巻マンガロード モニュメント エッちゃん	986-0822	宮城県石巻市中央2-9		38.431093	141.308971	"https://www.google.co.jp/maps/@38.4309485,141.3092522,3a,15y,93.92h,83.59t/data=!3m6!1e1!3m4!1sdFBRgeNdp1KNiBe346Q3kQ!2e0!7i13312!8i6656"				モニュメント	モニュメント	金華山道に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
105		宮城県	石巻市	ロボット刑事銅像（K＆芝刑事）	986-0822	宮城県石巻市中央2-12		38.431251	141.310327	"https://www.google.com/maps/@38.4312334,141.3102166,3a,15y,4.46h,79.55t/data=!3m6!1e1!3m4!1sVd4zx3BJYNSpNbJhDnKoug!2e0!7i16384!8i8192?hl=ja"	2021	4	2	モニュメント	モニュメント	旧内海橋たもとにある広場に設置されているブロンズ像。<br />2021年4月2日設置。<br />原型制作：浅井真紀			要座標位置調整	イシノマキシ	モ	10	4	14	1
106		宮城県	石巻市	石巻マンガロード モニュメント㉔ シージェッター海斗 	986-0823	宮城県石巻市中瀬2-7	石ノ森萬画館	38.429627	141.310935	"https://www.google.com/maps/@38.4296834,141.3110514,3a,25.6y,237.58h,89.5t/data=!3m6!1e1!3m4!1sf5-wFvtUhogKjUTCQa7ccw!2e0!7i13312!8i6656?hl=ja"				モニュメント	モニュメント	石ノ森萬画館前に設置されているFRP（繊維強化プラスチック）製カラーモニュメント。				イシノマキシ	モ	10	4	14	1
107	完了	宮城県	石巻市	石ノ森萬画館	986-0823	宮城県石巻市中瀬2-7		38.429572	141.310761					ミュージアム	ミュージアム	マンガ家・石ノ森章太郎の貴重な原画の展示をはじめ、、数多くの等身大キャラクターフィギュアが館内のいたるところに展示され、オリジナルアニメの上映、マンガライブラリー、歴代仮面ライダーのマスクの展示など様々なコンテンツが充実しています。	http://www.man-bow.com/manga/			イシノマキシ	ミ	8	4	14	1
108	完了	宮城県	牡鹿郡	ポケふた　ラプラス&キャモメ	986-2265	宮城県牡鹿郡女川町女川2		38.445693	141.446228		2019	10	9	マンホール	マンホール	地域ごとにそれぞれの「推しポケモン」を設定し、地域とポケモンの両方の魅力をPRしていく株式会社ポケモンによる企画活動「ポケモンローカルActs」によって、2019年10月9日に設置されたデザインマンホール。				オシカグン	マ	9	4	16	1
109	完了	宮城県	登米市	石ノ森章太郎ふるさと記念館	987-0601	宮城県登米市中田町石森字町132		38.719882	141.213667		2000	7	20	ミュージアム	ミュージアム	マンガ家・石ノ森章太郎の出身地である宮城県登米市中田町石森の石ノ森の生家近くに、2000年7月20日に開館したマンガミュージアム。<br />トキワ荘の石ノ森の自室を再現した展示や、石ノ森作品の図書・ビデオライブラリー、オリジナルアニメ『小川のメダカ』の上映なども行われています。	http://www.city.tome.miyagi.jp/kinenkan/			トメシ	ミ	8	4	22	1
110		宮城県	遠田郡	ポケふた　ラプラス&バンバドロ	987-0114	宮城県遠田郡涌谷町字新町裏110		38.539323	141.126847					マンホール	マンホール					トオダグン	マ	9	4	19	1
